frequency_Hz,H_real,H_imag,H_magnitude,H_phase_deg,coherence,Gxx,Gyy,Gxy_real,Gxy_imag,valid
100.0,1.3869385906560938,0.3259773369337824,1.424731511003232,13.226382102515458,1.0,1.0,1.0,1.3869385906560938,0.3259773369337824,True
101.0,1.3866993953699132,0.3280831252864961,1.42498201750655,13.31100633975021,1.0,1.0,1.0,1.3866993953699132,0.3280831252864961,True
102.0,1.3864590454665175,0.33018877433302,1.4252344759552615,13.395605950133138,1.0,1.0,1.0,1.3864590454665175,0.33018877433302,True
103.0,1.3862175411297373,0.33229428229635544,1.4254888850435223,13.480180712526684,1.0,1.0,1.0,1.3862175411297373,0.33229428229635544,True
104.0,1.3859748825443647,0.3343996473995084,1.4257452434515714,13.564730406263527,1.0,1.0,1.0,1.3859748825443647,0.3343996473995084,True
105.0,1.385731069896153,0.3365048678654914,1.42600354984576,13.649254811150415,1.0,1.0,1.0,1.385731069896153,0.3365048678654914,True
106.0,1.385486103371815,0.33860994191732474,1.4262638028785806,13.733753707471967,1.0,1.0,1.0,1.385486103371815,0.33860994191732474,True
107.0,1.3852399831590267,0.3407148677780383,1.4265260011887013,13.81822687599441,1.0,1.0,1.0,1.3852399831590267,0.3407148677780383,True
108.0,1.3849927094464227,0.34281964367067264,1.4267901434009946,13.902674097969356,1.0,1.0,1.0,1.3849927094464227,0.34281964367067264,True
109.0,1.3847442824235985,0.3449242678182807,1.4270562281265669,13.987095155137503,1.0,1.0,1.0,1.3847442824235985,0.3449242678182807,True
110.0,1.384494702281111,0.3470287384439298,1.4273242539627942,14.07148982973234,1.0,1.0,1.0,1.384494702281111,0.3470287384439298,True
111.0,1.3842439692104758,0.3491330537707018,1.4275942194933504,14.155857904483828,1.0,1.0,1.0,1.3842439692104758,0.3491330537707018,True
112.0,1.3839920834041703,0.35123721202169617,1.4278661232882408,14.240199162622044,1.0,1.0,1.0,1.3839920834041703,0.35123721202169617,True
113.0,1.3837390450556302,0.35334121142003055,1.428139963903833,14.324513387880845,1.0,1.0,1.0,1.3837390450556302,0.35334121142003055,True
114.0,1.3834848543592517,0.3554450501888422,1.4284157398828916,14.408800364501424,1.0,1.0,1.0,1.3834848543592517,0.3554450501888422,True
115.0,1.3832295115103912,0.35754872655129044,1.4286934497546089,14.493059877235938,1.0,1.0,1.0,1.3832295115103912,0.35754872655129044,True
116.0,1.382973016705363,0.3596522387305567,1.4289730920346382,14.577291711351053,1.0,1.0,1.0,1.382973016705363,0.3596522387305567,True
117.0,1.382715370141443,0.36175558494984733,1.4292546652251286,14.661495652631471,1.0,1.0,1.0,1.382715370141443,0.36175558494984733,True
118.0,1.3824565720168638,0.36385876343239437,1.4295381678147558,14.745671487383476,1.0,1.0,1.0,1.3824565720168638,0.36385876343239437,True
119.0,1.3821966225308187,0.36596177240145733,1.4298235982787593,14.829819002438384,1.0,1.0,1.0,1.3821966225308187,0.36596177240145733,True
120.0,1.381935521883459,0.36806461008032465,1.4301109550789721,14.91393798515605,1.0,1.0,1.0,1.381935521883459,0.36806461008032465,True
121.0,1.3816732702758956,0.37016727469231514,1.430400236663859,14.998028223428271,1.0,1.0,1.0,1.3816732702758956,0.37016727469231514,True
122.0,1.3814098679101972,0.3722697644607792,1.430691441468548,15.082089505682228,1.0,1.0,1.0,1.3814098679101972,0.3722697644607792,True
123.0,1.381145314989391,0.37437207760910113,1.4309845679148674,15.166121620883887,1.0,1.0,1.0,1.381145314989391,0.37437207760910113,True
124.0,1.3808796117174633,0.3764742123606999,1.4312796144113775,15.250124358541346,1.0,1.0,1.0,1.3808796117174633,0.3764742123606999,True
125.0,1.3806127582993573,0.3785761669390309,1.4315765793534094,15.3340975087082,1.0,1.0,1.0,1.3806127582993573,0.3785761669390309,True
126.0,1.3803447549409749,0.38067793956758744,1.4318754611230977,15.418040861986842,1.0,1.0,1.0,1.3803447549409749,0.38067793956758744,True
127.0,1.380075601849175,0.38277952846990204,1.4321762580894166,15.501954209531782,1.0,1.0,1.0,1.380075601849175,0.38277952846990204,True
128.0,1.3798052992317758,0.3848809318695485,1.4324789686082173,15.585837343052896,1.0,1.0,1.0,1.3798052992317758,0.3848809318695485,True
129.0,1.379533847297551,0.3869821479901428,1.4327835910222615,15.669690054818696,1.0,1.0,1.0,1.379533847297551,0.3869821479901428,True
130.0,1.3792612462562326,0.38908317505534473,1.4330901236612594,15.753512137659522,1.0,1.0,1.0,1.3792612462562326,0.38908317505534473,True
131.0,1.37898749631851,0.39118401128885966,1.4333985648419059,15.837303384970761,1.0,1.0,1.0,1.37898749631851,0.39118401128885966,True
