frequency_Hz,TL_dB,valid,A_real,A_imag,B_real,B_imag,C_real,C_imag,D_real,D_imag,two_load_separation
100.0,3.7691407942182,False,1.2,0.10000000000000019,49.99999999999998,9.999999999999945,0.0019999999999999983,0.001000000000000006,0.9000000000000008,-0.05000000000000221,0.11764096077727855
101.0,3.769140794218198,False,1.1999999999999997,0.10000000000000005,50.00000000000005,9.999999999999982,0.002,0.0010000000000000005,0.8999999999999996,-0.049999999999999885,0.11881772443915889
102.0,3.7691407942182,False,1.2,0.09999999999999981,50.000000000000036,10.000000000000034,0.0020000000000000005,0.0010000000000000007,0.8999999999999998,-0.050000000000000856,0.11999446147594098
103.0,3.7691407942182,False,1.2,0.09999999999999995,49.999999999999986,10.000000000000005,0.002,0.0009999999999999974,0.8999999999999998,-0.04999999999999916,0.12117117089690763
104.0,3.769140794218197,False,1.2,0.09999999999999992,49.99999999999999,10.000000000000004,0.0020000000000000005,0.0009999999999999953,0.8999999999999996,-0.04999999999999882,0.12234785171130388
105.0,3.7691407942182,False,1.2,0.1000000000000001,50.000000000000014,9.999999999999975,0.002,0.001000000000000003,0.9,-0.05000000000000034,0.12352450292833766
106.0,3.7691407942182,False,1.2000000000000002,0.09999999999999999,49.999999999999936,10.000000000000012,0.002,0.0010000000000000005,0.8999999999999998,-0.04999999999999948,0.12470112355718078
107.0,3.7691407942182007,False,1.2000000000000002,0.10000000000000009,49.99999999999995,9.999999999999984,0.0020000000000000005,0.0010000000000000013,0.8999999999999997,-0.049999999999999774,0.12587771260696962
108.0,3.769140794218198,False,1.1999999999999997,0.09999999999999994,50.000000000000036,10.000000000000016,0.002,0.0010000000000000007,0.9000000000000001,-0.05000000000000025,0.1270542690868059
109.0,3.769140794218197,False,1.2,0.09999999999999987,49.99999999999997,10.00000000000004,0.002,0.0009999999999999963,0.8999999999999997,-0.04999999999999938,0.12823079200575793
110.0,3.7691407942182,False,1.2,0.0999999999999999,49.999999999999964,10.000000000000023,0.0020000000000000005,0.0009999999999999983,0.8999999999999998,-0.04999999999999974,0.12940728037286092
111.0,3.7691407942182,False,1.2,0.09999999999999985,49.999999999999986,10.00000000000003,0.002000000000000001,0.0009999999999999933,0.8999999999999998,-0.04999999999999794,0.13058373319711808
112.0,3.7691407942182,False,1.2,0.10000000000000009,50.00000000000003,9.999999999999988,0.0020000000000000005,0.0009999999999999983,0.8999999999999999,-0.04999999999999916,0.13176014948750142
113.0,3.7691407942182007,False,1.2000000000000002,0.10000000000000006,49.99999999999995,9.999999999999977,0.002,0.0009999999999999998,0.9000000000000004,-0.0500000000000001,0.13293652825295282
114.0,3.7691407942182007,False,1.2000000000000002,0.10000000000000002,49.999999999999964,9.999999999999984,0.002000000000000001,0.0010000000000000026,0.8999999999999997,-0.05000000000000039,0.13411286850238427
115.0,3.769140794218202,False,1.1999999999999997,0.1000000000000001,50.00000000000007,9.999999999999975,0.0019999999999999996,0.0010000000000000048,0.9000000000000007,-0.05000000000000139,0.1352891692446793
116.0,3.7691407942182,False,1.2,0.10000000000000006,49.99999999999998,9.999999999999979,0.0020000000000000005,0.0010000000000000024,0.8999999999999999,-0.05000000000000052,0.13646542948869353
117.0,3.7691407942182007,False,1.2,0.10000000000000002,50.00000000000001,9.999999999999988,0.002,0.001000000000000001,0.9000000000000002,-0.050000000000000884,0.1376416482432555
118.0,3.7691407942182007,False,1.2,0.09999999999999988,49.99999999999999,10.000000000000046,0.002000000000000001,0.001,0.9,-0.050000000000000135,0.13881782451716765
119.0,3.7691407942182,False,1.2,0.10000000000000007,50.00000000000003,9.99999999999998,0.002,0.0010000000000000009,0.8999999999999999,-0.050000000000000634,0.13999395731920694
120.0,3.7691407942182007,False,1.2000000000000002,0.09999999999999998,49.99999999999994,10.000000000000016,0.0020000000000000005,0.001,0.8999999999999999,-0.04999999999999994,0.14117004565812605
121.0,3.7691407942182007,False,1.1999999999999997,0.10000000000000007,50.000000000000036,9.999999999999988,0.002,0.0010000000000000044,0.9000000000000006,-0.0500000000000013,0.14234608854265368
122.0,3.7691407942182,False,1.1999999999999997,0.1000000000000001,50.00000000000006,9.999999999999984,0.0020000000000000013,0.0010000000000000005,0.8999999999999996,-0.049999999999999954,0.14352208498149577
123.0,3.7691407942182,False,1.2,0.10000000000000005,50.0,9.99999999999998,0.002,0.0009999999999999979,0.8999999999999998,-0.04999999999999934,0.1446980339833364
124.0,3.769140794218198,False,1.2,0.10000000000000006,49.99999999999999,10.000000000000002,0.0019999999999999987,0.0010000000000000024,0.9000000000000004,-0.05000000000000006,0.14587393455683842
125.0,3.7691407942182007,False,1.2,0.10000000000000013,50.000000000000014,9.999999999999979,0.0019999999999999996,0.001000000000000004,0.9000000000000004,-0.05000000000000028,0.14704978571064417
126.0,3.7691407942182,False,1.2,0.10000000000000014,50.00000000000002,9.999999999999956,0.002,0.0010000000000000005,0.8999999999999999,-0.050000000000000155,0.1482255864533767
127.0,3.7691407942182,False,1.2,0.10000000000000013,49.99999999999997,9.99999999999995,0.002,0.001000000000000001,0.8999999999999999,-0.05000000000000041,0.1494013357936401
128.0,3.7691407942182,False,1.1999999999999997,0.10000000000000003,50.00000000000005,10.00000000000001,0.001999999999999999,0.001,0.9000000000000004,-0.049999999999999774,0.15057703274002107
129.0,3.7691407942182,False,1.2,0.09999999999999988,50.000000000000014,10.00000000000003,0.0020000000000000005,0.001,0.8999999999999998,-0.0499999999999996,0.15175267630108885
130.0,3.7691407942182,False,1.2,0.10000000000000003,49.999999999999986,10.000000000000002,0.0020000000000000005,0.0010000000000000033,0.8999999999999999,-0.050000000000000974,0.15292826548539673
131.0,3.7691407942182,False,1.2,0.09999999999999985,49.999999999999986,10.000000000000046,0.0019999999999999996,0.0009999999999999992,0.9,-0.05000000000000015,0.15410379930148277
132.0,3.7691407942182,False,1.2,0.10000000000000002,50.0,9.99999999999999,0.001999999999999999,0.001000000000000002,0.9000000000000004,-0.05000000000000076,0.15527927675787034
133.0,3.7691407942182,False,1.2,0.10000000000000009,49.99999999999995,9.999999999999968,0.0020000000000000013,0.0009999999999999979,0.8999999999999996,-0.04999999999999911,0.1564546968630692
134.0,3.769140794218198,False,1.2,0.10000000000000012,49.999999999999986,9.999999999999968,0.0019999999999999987,0.0010000000000000035,0.9000000000000004,-0.05000000000000075,0.15763005862557644
135.0,3.7691407942182,False,1.2,0.09999999999999988,50.00000000000002,10.000000000000044,0.002,0.0009999999999999974,0.9,-0.049999999999998865,0.158805361053877
136.0,3.7691407942182,False,1.2,0.09999999999999999,49.99999999999998,10.000000000000007,0.001999999999999999,0.001000000000000001,0.9000000000000004,-0.050000000000000364,0.15998060315644463
137.0,3.7691407942182007,False,1.2,0.10000000000000012,50.00000000000001,9.99999999999997,0.002,0.0009999999999999996,0.9000000000000002,-0.050000000000000475,0.16115578394174299
138.0,3.7691407942182,False,1.2,0.0999999999999999,49.99999999999999,10.000000000000027,0.002000000000000001,0.0009999999999999961,0.8999999999999998,-0.049999999999999524,0.1623309024182261
139.0,3.7691407942182007,False,1.2,0.09999999999999994,50.000000000000014,10.000000000000002,0.002000000000000001,0.0009999999999999994,0.8999999999999997,-0.04999999999999984,0.1635059575943393
140.0,3.7691407942182,False,1.2,0.09999999999999988,50.00000000000001,10.000000000000034,0.002000000000000001,0.0009999999999999966,0.8999999999999997,-0.049999999999999684,0.16468094847852036
141.0,3.7691407942182,False,1.1999999999999997,0.0999999999999999,50.00000000000003,10.00000000000002,0.0019999999999999996,0.0010000000000000007,0.9000000000000002,-0.05000000000000042,0.16585587407919966
142.0,3.769140794218198,False,1.1999999999999997,0.09999999999999992,50.00000000000004,10.000000000000021,0.001999999999999999,0.0010000000000000005,0.9,-0.04999999999999992,0.16703073340480187
143.0,3.7691407942182,False,1.2,0.09999999999999995,49.99999999999997,9.999999999999995,0.002000000000000001,0.000999999999999999,0.8999999999999997,-0.0500000000000004,0.16820552546374623
144.0,3.7691407942182007,False,1.2,0.1,50.0,9.999999999999991,0.0019999999999999996,0.0009999999999999976,0.9000000000000005,-0.04999999999999928,0.16938024926444747
145.0,3.7691407942182007,False,1.2,0.09999999999999999,50.0,10.000000000000004,0.002,0.0010000000000000007,0.9000000000000002,-0.050000000000000086,0.17055490381531677
146.0,3.7691407942182,False,1.2,0.09999999999999987,50.00000000000001,10.000000000000037,0.002000000000000001,0.0009999999999999998,0.8999999999999996,-0.049999999999999704,0.17172948812476244
147.0,3.7691407942182007,False,1.2000000000000002,0.09999999999999996,49.99999999999994,10.00000000000001,0.002,0.0009999999999999998,0.9000000000000004,-0.05000000000000019,0.17290400120119073
148.0,3.7691407942182007,False,1.1999999999999997,0.10000000000000006,50.00000000000003,10.000000000000002,0.0020000000000000005,0.0010000000000000007,0.9000000000000001,-0.04999999999999984,0.17407844205300713
149.0,3.7691407942182007,False,1.1999999999999997,0.10000000000000005,50.00000000000005,10.000000000000007,0.002,0.0010000000000000009,0.9000000000000001,-0.050000000000000204,0.1752528096886166
150.0,3.7691407942182007,False,1.2,0.10000000000000009,50.0,9.999999999999968,0.0019999999999999996,0.0010000000000000026,0.9000000000000001,-0.05000000000000061,0.1764271031164247
151.0,3.7691407942182007,False,1.2,0.10000000000000005,49.999999999999986,10.0,0.0019999999999999996,0.0010000000000000026,0.9000000000000004,-0.050000000000000856,0.17760132134483855
152.0,3.7691407942182007,False,1.2,0.10000000000000009,50.00000000000001,9.999999999999977,0.002,0.0010000000000000009,0.9000000000000001,-0.04999999999999989,0.17877546338226716
153.0,3.7691407942182,False,1.2,0.1,50.000000000000014,10.000000000000005,0.0020000000000000005,0.0009999999999999979,0.8999999999999999,-0.04999999999999937,0.17994952823712304
154.0,3.7691407942182,False,1.2000000000000002,0.10000000000000005,49.99999999999995,9.999999999999982,0.002,0.0009999999999999983,0.8999999999999999,-0.049999999999999795,0.18112351491782214
155.0,3.7691407942182007,False,1.1999999999999997,0.09999999999999992,50.00000000000004,10.000000000000027,0.0019999999999999996,0.0010000000000000005,0.9000000000000001,-0.05000000000000048,0.18229742243278554
156.0,3.7691407942182007,False,1.1999999999999997,0.10000000000000003,50.00000000000004,9.999999999999991,0.002000000000000001,0.0009999999999999994,0.8999999999999997,-0.049999999999999586,0.18347124979043988
157.0,3.7691407942182007,False,1.2,0.10000000000000006,50.0,9.999999999999982,0.0020000000000000013,0.0009999999999999998,0.8999999999999998,-0.04999999999999958,0.18464499599921785
158.0,3.7691407942182,False,1.2,0.0999999999999999,49.999999999999986,10.000000000000016,0.0019999999999999996,0.0010000000000000005,0.8999999999999999,-0.05000000000000031,0.18581866006755998
159.0,3.7691407942182,False,1.2,0.09999999999999992,50.0,10.000000000000014,0.002,0.0010000000000000013,0.9,-0.050000000000000835,0.1869922410039144
160.0,3.7691407942182007,False,1.2,0.09999999999999998,50.00000000000002,10.00000000000001,0.0019999999999999996,0.0010000000000000007,0.9000000000000002,-0.050000000000000176,0.18816573781673837
161.0,3.7691407942182007,False,1.2000000000000002,0.10000000000000006,49.99999999999996,9.999999999999982,0.001999999999999999,0.001,0.9000000000000004,-0.05000000000000005,0.18933914951449893
162.0,3.7691407942182007,False,1.2,0.09999999999999987,50.00000000000003,10.000000000000034,0.002000000000000001,0.001,0.8999999999999997,-0.049999999999999975,0.19051247510567382
163.0,3.7691407942182007,False,1.1999999999999997,0.1,50.00000000000006,10.00000000000001,0.002,0.0010000000000000026,0.9000000000000001,-0.05000000000000092,0.19168571359875192
164.0,3.7691407942182007,False,1.2,0.10000000000000005,49.99999999999997,9.999999999999995,0.002000000000000001,0.0009999999999999987,0.8999999999999997,-0.04999999999999927,0.1928588640022347
165.0,3.7691407942182007,False,1.2,0.1,49.99999999999999,10.000000000000012,0.002000000000000001,0.0009999999999999983,0.8999999999999998,-0.049999999999999545,0.1940319253246367
166.0,3.7691407942182,False,1.2,0.09999999999999994,50.00000000000001,10.000000000000025,0.0020000000000000005,0.0010000000000000007,0.8999999999999998,-0.04999999999999964,0.1952048965744863
167.0,3.7691407942182,False,1.2,0.10000000000000006,50.00000000000002,9.999999999999995,0.001999999999999999,0.001000000000000002,0.9000000000000002,-0.0500000000000008,0.19637777676032667
168.0,3.7691407942182,False,1.2000000000000002,0.10000000000000006,49.99999999999997,9.99999999999997,0.0020000000000000005,0.0009999999999999994,0.8999999999999996,-0.04999999999999974,0.19755056489071673
169.0,3.7691407942182007,False,1.1999999999999997,0.10000000000000006,50.00000000000006,9.999999999999986,0.002000000000000001,0.0009999999999999994,0.8999999999999999,-0.05000000000000009,0.19872325997423188
170.0,3.7691407942182007,False,1.1999999999999997,0.10000000000000007,50.000000000000064,9.999999999999991,0.002,0.0010000000000000013,0.9000000000000001,-0.050000000000000176,0.19989586101946483
171.0,3.769140794218198,False,1.2,0.10000000000000006,49.999999999999986,9.999999999999982,0.0020000000000000005,0.0009999999999999994,0.8999999999999997,-0.050000000000000114,0.20106836703502623
172.0,3.7691407942182,False,1.2,0.10000000000000009,49.99999999999999,9.999999999999972,0.002,0.0009999999999999994,0.8999999999999998,-0.05,0.202240777029546
173.0,3.7691407942182007,False,1.2,0.10000000000000005,50.00000000000002,9.999999999999988,0.002,0.0010000000000000013,0.9000000000000001,-0.050000000000000135,0.20341309001167363
174.0,3.7691407942182,False,1.2000000000000002,0.09999999999999999,49.99999999999996,9.999999999999998,0.0020000000000000005,0.0009999999999999972,0.8999999999999998,-0.0499999999999996,0.20458530499007957
175.0,3.7691407942182,False,1.2000000000000002,0.10000000000000003,49.99999999999995,9.999999999999986,0.002000000000000001,0.0009999999999999979,0.8999999999999996,-0.049999999999999184,0.20575742097345545
176.0,3.7691407942182,False,1.2,0.09999999999999995,50.00000000000003,10.000000000000018,0.0020000000000000005,0.0009999999999999985,0.8999999999999998,-0.049999999999999795,0.2069294369705154
177.0,3.7691407942182,False,1.2,0.10000000000000003,49.99999999999999,9.999999999999993,0.0020000000000000013,0.0009999999999999976,0.8999999999999994,-0.04999999999999913,0.2081013519899968
178.0,3.7691407942182007,False,1.2,0.1000000000000001,50.0,9.999999999999979,0.002,0.001000000000000003,0.9000000000000002,-0.05000000000000077,0.20927316504066099
179.0,3.7691407942182,False,1.2,0.1000000000000001,50.00000000000001,9.999999999999979,0.001999999999999999,0.0010000000000000028,0.9000000000000004,-0.05000000000000046,0.21044487513129398
180.0,3.7691407942182,False,1.2,0.09999999999999998,50.00000000000002,10.000000000000005,0.001999999999999999,0.0009999999999999983,0.9000000000000005,-0.049999999999999344,0.21161648127070767
181.0,3.7691407942182007,False,1.2000000000000002,0.09999999999999998,49.99999999999995,9.999999999999993,0.002,0.0009999999999999979,0.9000000000000002,-0.049999999999999344,0.21278798246774047
182.0,3.769140794218198,False,1.1999999999999997,0.09999999999999995,50.00000000000003,10.000000000000016,0.001999999999999999,0.001,0.9000000000000001,-0.049999999999999954,0.2139593777312581
183.0,3.7691407942182,False,1.2,0.09999999999999992,50.00000000000002,10.000000000000021,0.002,0.0010000000000000007,0.8999999999999999,-0.05000000000000039,0.21513066607015452
184.0,3.7691407942182007,False,1.2,0.10000000000000007,49.99999999999999,9.999999999999984,0.002,0.0010000000000000022,0.9000000000000001,-0.0500000000000003,0.2163018464933526
185.0,3.7691407942182,False,1.2,0.09999999999999996,50.000000000000014,10.000000000000007,0.001999999999999999,0.0010000000000000002,0.9000000000000005,-0.05000000000000021,0.21747291800980534
186.0,3.7691407942182007,False,1.2,0.09999999999999992,49.99999999999998,10.000000000000014,0.0019999999999999996,0.0009999999999999987,0.9000000000000001,-0.04999999999999952,0.21864387962849643
187.0,3.769140794218198,False,1.2,0.09999999999999998,50.00000000000003,10.000000000000002,0.001999999999999999,0.0009999999999999985,0.9000000000000001,-0.049999999999999725,0.21981473035844093
188.0,3.7691407942182007,False,1.2000000000000002,0.09999999999999998,49.999999999999964,9.999999999999995,0.002,0.0009999999999999985,0.9000000000000001,-0.04999999999999963,0.22098546920868622
189.0,3.7691407942182007,False,1.2,0.09999999999999995,50.00000000000002,10.000000000000014,0.0019999999999999996,0.0010000000000000013,0.9000000000000002,-0.05000000000000069,0.22215609518831334
190.0,3.7691407942182,False,1.1999999999999997,0.10000000000000003,50.00000000000005,10.0,0.002,0.0010000000000000002,0.8999999999999998,-0.05000000000000043,0.22332660730643678
191.0,3.7691407942182007,False,1.2,0.10000000000000006,49.999999999999986,9.999999999999984,0.0020000000000000005,0.0010000000000000024,0.9000000000000002,-0.05000000000000038,0.2244970045722067
192.0,3.7691407942182,False,1.2,0.10000000000000009,50.0,9.999999999999986,0.001999999999999999,0.001000000000000003,0.9000000000000002,-0.0500000000000005,0.2256672859948084
193.0,3.7691407942182,False,1.2,0.10000000000000006,50.00000000000002,9.999999999999979,0.002,0.0010000000000000002,0.8999999999999998,-0.05000000000000058,0.22683745058346388
194.0,3.7691407942182007,False,1.2,0.10000000000000003,50.00000000000001,10.000000000000007,0.001999999999999999,0.0009999999999999992,0.9000000000000006,-0.04999999999999948,0.22800749734743297
195.0,3.7691407942182007,False,1.2000000000000002,0.09999999999999998,49.99999999999995,10.000000000000012,0.001999999999999999,0.0009999999999999976,0.9000000000000001,-0.04999999999999924,0.22917742529601332
196.0,3.7691407942182007,False,1.1999999999999997,0.10000000000000007,50.00000000000006,9.999999999999982,0.002,0.0009999999999999996,0.9000000000000004,-0.05,0.23034723343854158
197.0,3.7691407942182007,False,1.1999999999999997,0.10000000000000005,50.00000000000005,9.999999999999984,0.002000000000000001,0.0010000000000000018,0.8999999999999997,-0.05000000000000058,0.23151692078439504
198.0,3.7691407942182,False,1.2,0.09999999999999992,49.99999999999997,10.000000000000021,0.002000000000000001,0.0009999999999999974,0.8999999999999996,-0.049999999999999246,0.23268648634299094
